"T","."
"2017-03-06","1.731455e-10"
"2017-03-07","1.666491e-10"
"2017-03-08","1.729100e-10"
"2017-03-09","2.030441e-10"
"2017-03-10","1.928342e-10"
"2017-03-13","2.009234e-10"
"2017-03-14","1.680564e-10"
"2017-03-15","1.738260e-10"
"2017-03-16","1.487331e-10"
"2017-03-17","1.735662e-10"
"2017-03-20","1.821223e-10"
"2017-03-21","1.700000e-10"
"2017-03-22","2.035684e-10"
"2017-03-23","2.045302e-10"
"2017-03-24","1.866158e-10"
"2017-03-27","1.932535e-10"
"2017-03-28","2.015545e-10"
"2017-03-29","2.074121e-10"
"2017-03-30","2.433056e-10"
"2017-03-31","2.904013e-10"
"2017-04-05","3.649228e-10"
"2017-04-06","2.815858e-10"
"2017-04-07","2.005903e-10"
"2017-04-10","2.169984e-10"
"2017-04-11","2.551050e-10"
"2017-04-12","1.745297e-10"
"2017-04-13","1.985811e-10"
"2017-04-14","1.951363e-10"
"2017-04-17","2.598063e-10"
"2017-04-18","2.280996e-10"
"2017-04-19","2.746489e-10"
"2017-04-20","2.548103e-10"
"2017-04-21","2.726609e-10"
"2017-04-24","4.009873e-10"
"2017-04-25","2.868143e-10"
"2017-04-26","2.668366e-10"
"2017-04-27","3.444457e-10"
"2017-04-28","2.650451e-10"
"2017-05-02","2.990903e-10"
"2017-05-03","3.191517e-10"
"2017-05-04","2.861165e-10"
"2017-05-05","3.002809e-10"
"2017-05-08","3.793572e-10"
"2017-05-09","3.842239e-10"
"2017-05-10","4.473353e-10"
"2017-05-11","4.039257e-10"
"2017-05-12","3.990928e-10"
"2017-05-15","3.663131e-10"
"2017-05-16","3.586936e-10"
