"T","."
"2016-10-13","4.752335e-11"
"2016-10-14","5.656751e-11"
"2016-10-17","4.861358e-11"
"2016-10-18","4.892867e-11"
"2016-10-19","4.623393e-11"
"2016-10-20","4.274256e-11"
"2016-10-21","5.175541e-11"
"2016-10-24","4.348931e-11"
"2016-10-25","4.040305e-11"
"2016-10-26","4.038159e-11"
"2016-10-27","5.386355e-11"
"2016-10-28","5.021766e-11"
"2016-10-31","3.966887e-11"
"2016-11-01","4.492067e-11"
"2016-11-02","4.419089e-11"
"2016-11-03","4.435968e-11"
"2016-11-04","4.262721e-11"
"2016-11-07","4.771840e-11"
"2016-11-08","3.976137e-11"
"2016-11-09","6.588935e-11"
"2016-11-10","4.889707e-11"
"2016-11-11","4.566567e-11"
"2016-11-14","4.923334e-11"
"2016-11-15","4.273585e-11"
"2016-11-16","4.825204e-11"
"2016-11-17","4.378042e-11"
"2016-11-18","3.795271e-11"
"2016-11-21","3.681649e-11"
"2016-11-22","3.778611e-11"
"2016-11-23","4.151787e-11"
"2016-11-24","4.074469e-11"
"2016-11-25","5.929034e-11"
"2016-11-28","3.974970e-11"
"2016-11-29","4.315386e-11"
"2016-11-30","4.088192e-11"
"2016-12-01","2.969987e-11"
"2016-12-02","3.758281e-11"
"2016-12-05","5.061276e-11"
"2016-12-06","4.853576e-11"
"2016-12-07","4.408912e-11"
"2016-12-08","4.258013e-11"
"2016-12-09","4.407492e-11"
"2016-12-12","6.784426e-11"
"2016-12-13","5.575201e-11"
"2016-12-14","5.022391e-11"
"2016-12-15","6.305273e-11"
"2016-12-16","6.097137e-11"
"2016-12-19","6.065667e-11"
"2016-12-20","5.663079e-11"
"2016-12-21","3.824393e-11"
"2016-12-22","4.673344e-11"
"2016-12-23","4.990184e-11"
"2016-12-26","6.578277e-11"
"2016-12-27","5.364967e-11"
"2016-12-28","5.735093e-11"
"2016-12-29","5.582543e-11"
"2016-12-30","6.346210e-11"
"2017-01-03","5.085432e-11"
"2017-01-04","3.999981e-11"
"2017-01-05","4.173974e-11"
"2017-01-06","4.287906e-11"
"2017-01-09","4.055872e-11"
"2017-01-10","4.618132e-11"
"2017-01-11","6.261273e-11"
"2017-01-12","5.142106e-11"
"2017-01-13","4.308260e-11"
"2017-01-16","6.976085e-11"
"2017-01-17","4.572895e-11"
"2017-01-18","4.009948e-11"
"2017-01-19","5.354508e-11"
"2017-01-20","6.050478e-11"
"2017-01-23","4.632152e-11"
"2017-01-24","4.565919e-11"
"2017-01-25","5.769493e-11"
"2017-01-26","4.178489e-11"
"2017-02-03","6.684807e-11"
"2017-02-06","5.196331e-11"
"2017-02-07","6.044296e-11"
"2017-02-08","5.138060e-11"
"2017-02-09","3.206499e-11"
"2017-02-10","3.715696e-11"
"2017-02-13","4.565782e-11"
"2017-02-14","4.086959e-11"
"2017-02-15","4.503120e-11"
"2017-02-16","3.984024e-11"
"2017-02-17","6.082528e-11"
"2017-02-20","5.156179e-11"
"2017-02-21","5.181452e-11"
